order_item_id,order_id,product_id,quantity,unit_price,discount
858,380,36,3,737.92,0.05
859,380,5,1,386.74,0.1
860,380,18,1,1824.52,0.05
861,380,34,3,547.42,0.0
862,381,9,3,1413.9,0.0
863,382,48,3,778.9,0.0
864,382,53,3,930.36,0.15
865,383,52,2,838.96,0.1
866,383,15,2,269.11,0.05
867,383,53,3,930.36,0.05
868,383,29,2,828.29,0.1
869,383,68,3,243.23,0.0
870,384,28,3,862.43,0.15
871,385,12,3,1306.73,0.0
872,386,1,2,1223.71,0.0
873,386,50,2,118.49,0.05
874,386,62,1,57.48,0.1
875,387,55,2,902.48,0.15
876,387,45,1,212.68,0.0
877,387,42,3,415.72,0.0
878,387,8,3,1443.84,0.0
879,387,44,2,187.21,0.0
880,388,11,3,427.22,0.0
881,389,62,3,57.48,0.1
882,389,56,3,529.61,0.0
883,390,25,1,1883.96,0.1
884,391,43,2,488.15,0.1
885,391,41,1,157.13,0.15
886,391,42,1,415.72,0.0
887,392,35,2,1435.25,0.05
888,393,14,2,1221.37,0.0
889,393,10,2,767.94,0.1
890,394,21,2,2183.44,0.05
891,395,17,2,791.03,0.0
892,395,44,1,187.21,0.0
893,396,21,2,2183.44,0.1
894,396,5,1,386.74,0.1
895,396,15,3,269.11,0.05
896,397,8,1,1443.84,0.1
897,397,41,3,157.13,0.0
898,397,68,1,243.23,0.0
899,397,1,3,1223.71,0.0
900,398,10,3,767.94,0.05
901,399,65,3,70.93,0.05
902,400,39,1,215.23,0.0
903,400,41,3,157.13,0.0
904,400,35,1,1435.25,0.05
905,401,4,1,888.26,0.1
906,401,3,2,1424.23,0.1
907,401,28,1,862.43,0.1
908,401,68,1,243.23,0.05
909,402,57,3,951.01,0.05
910,403,26,3,1693.23,0.1
911,403,11,3,427.22,0.0
912,404,49,1,436.75,0.1
913,404,59,1,698.91,0.1
914,405,17,3,791.03,0.05
915,406,44,2,187.21,0.0
916,406,29,2,828.29,0.05
917,406,39,2,215.23,0.1
918,407,50,2,118.49,0.1
919,407,24,2,772.31,0.1
920,407,16,3,2083.72,0.05
921,408,56,1,529.61,0.1
922,408,20,1,975.19,0.0
923,409,10,3,767.94,0.0
924,409,29,1,828.29,0.0
925,409,39,3,215.23,0.0
926,409,42,3,415.72,0.0
927,410,53,3,930.36,0.1
928,411,48,1,778.9,0.0
929,411,23,2,927.42,0.15
930,412,11,2,427.22,0.0
931,412,5,2,386.74,0.0
932,413,12,1,1306.73,0.0
933,413,4,3,888.26,0.0
934,413,10,1,767.94,0.0
935,414,38,2,388.12,0.0
936,415,54,2,563.51,0.05
937,416,7,2,1377.26,0.0
938,417,5,1,386.74,0.0
939,417,45,2,212.68,0.0
940,417,40,3,452.35,0.1
941,417,26,3,1693.23,0.0
942,418,21,3,2183.44,0.0
943,418,1,1,1223.71,0.2
944,419,58,2,432.03,0.1
945,420,19,2,777.06,0.0
946,420,8,1,1443.84,0.0
947,420,18,2,1824.52,0.0
948,421,26,1,1693.23,0.0
949,421,14,1,1221.37,0.0
950,421,8,2,1443.84,0.0
951,422,6,1,1049.63,0.0
952,423,27,3,2117.33,0.0
953,424,25,2,1883.96,0.05
954,425,44,3,187.21,0.05
955,425,31,1,861.0,0.1
956,426,30,2,1285.27,0.05
957,426,68,3,243.23,0.05
958,426,32,1,437.67,0.15
959,426,29,3,828.29,0.0
960,426,55,1,902.48,0.05
961,427,10,3,767.94,0.05
962,427,5,2,386.74,0.05
963,428,63,3,238.99,0.05
964,429,53,1,930.36,0.0
965,430,30,2,1285.27,0.0
966,430,65,1,70.93,0.0
967,431,33,1,889.22,0.0
968,431,52,3,838.96,0.1
969,431,53,2,930.36,0.0
970,432,47,1,265.05,0.1
971,432,22,2,1168.73,0.1
972,432,60,3,32.21,0.1
973,433,16,1,2083.72,0.05
974,433,8,3,1443.84,0.1
975,433,30,3,1285.27,0.15
976,434,68,3,243.23,0.0
977,434,36,3,737.92,0.0
978,434,43,1,488.15,0.0
979,434,44,2,187.21,0.2
980,434,69,1,159.6,0.0
981,435,48,2,778.9,0.05
982,435,53,2,930.36,0.0
983,436,17,1,791.03,0.0
984,437,49,2,436.75,0.0
985,438,50,1,118.49,0.2
986,438,32,3,437.67,0.1
987,438,39,2,215.23,0.0
988,439,70,3,154.12,0.0
989,439,20,1,975.19,0.1
990,439,31,1,861.0,0.05
991,439,11,2,427.22,0.15
992,440,24,3,772.31,0.0
993,440,50,2,118.49,0.2
994,440,45,1,212.68,0.05
995,441,69,3,159.6,0.0
996,441,52,3,838.96,0.0
997,442,15,2,269.11,0.05
998,443,9,3,1413.9,0.1
999,443,23,2,927.42,0.0
1000,444,61,1,15.25,0.05
1001,444,3,2,1424.23,0.1
1002,445,52,3,838.96,0.05
1003,445,44,1,187.21,0.15
1004,445,43,1,488.15,0.1
1005,446,67,3,149.05,0.05
1006,446,22,3,1168.73,0.0
1007,446,60,1,32.21,0.05
1008,447,20,1,975.19,0.05
1009,448,30,3,1285.27,0.1
1010,448,38,2,388.12,0.05
1011,449,46,2,246.91,0.0
1012,450,12,1,1306.73,0.05
1013,450,43,1,488.15,0.15
1014,450,67,3,149.05,0.0
1015,451,4,2,888.26,0.0
1016,451,49,2,436.75,0.0
1017,452,33,1,889.22,0.2
1018,452,17,2,791.03,0.1
1019,452,21,2,2183.44,0.15
1020,453,1,3,1223.71,0.0
1021,453,66,2,57.22,0.05
1022,454,44,1,187.21,0.1
1023,454,21,1,2183.44,0.0
1024,455,57,2,951.01,0.05
1025,456,34,3,547.42,0.15
1026,456,15,3,269.11,0.05
1027,456,66,2,57.22,0.0
1028,457,3,3,1424.23,0.1
1029,458,9,1,1413.9,0.2
1030,458,70,1,154.12,0.0
1031,459,25,1,1883.96,0.05
1032,459,35,1,1435.25,0.1
1033,460,7,3,1377.26,0.1
1034,460,63,2,238.99,0.1
1035,461,66,1,57.22,0.0
1036,461,39,2,215.23,0.0
1037,462,3,3,1424.23,0.05
1038,463,14,3,1221.37,0.0
1039,463,68,3,243.23,0.1
1040,464,55,3,902.48,0.0
1041,464,3,3,1424.23,0.0
1042,464,8,3,1443.84,0.1
1043,465,24,1,772.31,0.05
1044,465,45,3,212.68,0.0
1045,465,41,3,157.13,0.0
1046,466,2,3,501.92,0.1
1047,466,58,2,432.03,0.1
1048,466,33,3,889.22,0.0
1049,467,28,1,862.43,0.15
1050,467,64,2,257.94,0.0
1051,468,3,2,1424.23,0.15
1052,468,10,2,767.94,0.0
1053,469,65,1,70.93,0.0
1054,469,59,2,698.91,0.1
1055,469,42,1,415.72,0.1
1056,470,38,1,388.12,0.0
1057,470,36,2,737.92,0.0
1058,470,41,3,157.13,0.15
1059,470,51,1,275.03,0.0
1060,471,14,3,1221.37,0.0
1061,471,66,3,57.22,0.15
1062,472,40,3,452.35,0.0
1063,472,70,1,154.12,0.2
1064,473,48,3,778.9,0.05
1065,474,29,3,828.29,0.1
1066,474,50,1,118.49,0.0
1067,475,51,3,275.03,0.0
1068,475,58,1,432.03,0.0
1069,476,53,3,930.36,0.0
1070,476,20,2,975.19,0.0
1071,476,33,1,889.22,0.15
1072,476,50,2,118.49,0.1
1073,477,4,2,888.26,0.0
1074,478,57,1,951.01,0.15
1075,478,1,1,1223.71,0.1
1076,479,61,1,15.25,0.1
1077,480,1,3,1223.71,0.05
1078,480,68,2,243.23,0.05
1079,480,61,3,15.25,0.0
1080,481,17,2,791.03,0.05
1081,481,33,2,889.22,0.05
1082,481,65,2,70.93,0.05
1083,482,33,1,889.22,0.0
1084,483,63,2,238.99,0.0
1085,483,48,1,778.9,0.1
1086,483,53,1,930.36,0.0
1087,483,14,2,1221.37,0.15
1088,484,57,1,951.01,0.05
1089,484,38,2,388.12,0.1
1090,484,62,1,57.48,0.0
1091,484,43,2,488.15,0.2
1092,484,9,1,1413.9,0.15
1093,485,66,3,57.22,0.0
1094,486,45,1,212.68,0.0
1095,486,53,2,930.36,0.0
1096,486,23,2,927.42,0.15
1097,486,21,3,2183.44,0.0
1098,486,33,2,889.22,0.0
1099,487,31,2,861.0,0.15
1100,487,68,2,243.23,0.0
1101,487,49,1,436.75,0.0
1102,487,45,3,212.68,0.1
1103,487,9,2,1413.9,0.05
1104,488,2,3,501.92,0.05
1105,488,28,2,862.43,0.1
1106,488,5,3,386.74,0.15
1107,488,34,1,547.42,0.05
1108,489,52,1,838.96,0.0
1109,489,35,1,1435.25,0.0
1110,490,69,2,159.6,0.0
1111,491,30,2,1285.27,0.05
1112,491,60,3,32.21,0.0
1113,491,61,3,15.25,0.0
1114,491,2,1,501.92,0.05
1115,492,4,2,888.26,0.0
1116,492,70,2,154.12,0.15
1117,492,15,2,269.11,0.1
1118,493,35,2,1435.25,0.2
1119,493,40,2,452.35,0.0
1120,494,9,3,1413.9,0.0
1121,494,2,1,501.92,0.0
1122,494,30,1,1285.27,0.1
1123,495,37,3,858.94,0.05
1124,496,18,2,1824.52,0.1
1125,496,69,1,159.6,0.0
1126,496,1,1,1223.71,0.0
1127,496,5,1,386.74,0.15
1128,497,43,1,488.15,0.2
1129,497,45,3,212.68,0.15
1130,498,9,2,1413.9,0.1
1131,498,1,1,1223.71,0.05
1132,498,69,2,159.6,0.0
1133,499,46,2,246.91,0.05
1134,499,14,2,1221.37,0.0
1135,499,67,1,149.05,0.1
1136,499,66,2,57.22,0.05
1137,499,34,3,547.42,0.0
1138,500,31,2,861.0,0.1
1139,500,55,2,902.48,0.0
1140,500,18,3,1824.52,0.1
1141,500,36,1,737.92,0.0
1142,501,50,1,118.49,0.1
1143,501,9,3,1413.9,0.0
1144,501,11,1,427.22,0.1
1145,502,56,3,529.61,0.15
1146,502,47,1,265.05,0.15
1147,502,3,3,1424.23,0.0
1148,502,31,3,861.0,0.0
1149,502,58,2,432.03,0.1
1150,503,22,3,1168.73,0.0
1151,503,26,2,1693.23,0.0
1152,503,55,3,902.48,0.15
1153,504,20,1,975.19,0.05
1154,504,53,3,930.36,0.0
1155,505,38,2,388.12,0.15
1156,505,45,1,212.68,0.1
1157,505,51,1,275.03,0.0
1158,506,36,1,737.92,0.05
1159,506,18,2,1824.52,0.1
1160,507,51,3,275.03,0.0
1161,507,35,2,1435.25,0.2
1162,507,66,2,57.22,0.0
1163,508,33,2,889.22,0.0
1164,509,24,2,772.31,0.0
1165,510,70,1,154.12,0.05
1166,510,65,1,70.93,0.0
1167,510,27,2,2117.33,0.1
1168,510,50,2,118.49,0.0
1169,511,56,3,529.61,0.0
1170,511,42,1,415.72,0.0
1171,511,17,3,791.03,0.0
1172,512,32,3,437.67,0.05
1173,512,43,3,488.15,0.1
1174,513,7,2,1377.26,0.0
1175,513,19,3,777.06,0.1
1176,513,51,2,275.03,0.2
1177,514,10,2,767.94,0.05
1178,515,26,2,1693.23,0.1
1179,515,48,1,778.9,0.05
1180,515,55,1,902.48,0.0
1181,516,68,3,243.23,0.0
1182,517,44,3,187.21,0.0
1183,517,26,1,1693.23,0.0
1184,517,7,3,1377.26,0.05
1185,518,70,3,154.12,0.0
1186,518,23,1,927.42,0.05
1187,518,10,1,767.94,0.1
1188,519,32,1,437.67,0.05
1189,519,35,1,1435.25,0.05
1190,520,53,1,930.36,0.0
1191,520,27,2,2117.33,0.1
1192,520,33,1,889.22,0.15
1193,520,40,2,452.35,0.05
1194,521,42,3,415.72,0.0
1195,521,68,3,243.23,0.0
1196,522,66,1,57.22,0.0
1197,522,29,1,828.29,0.0
1198,522,26,2,1693.23,0.0
1199,522,23,3,927.42,0.1
1200,523,8,1,1443.84,0.2
1201,524,9,2,1413.9,0.1
1202,525,52,1,838.96,0.2
1203,525,33,3,889.22,0.05
1204,526,2,1,501.92,0.0
1205,526,66,3,57.22,0.05
1206,527,70,3,154.12,0.0
1207,527,16,1,2083.72,0.0
1208,528,37,3,858.94,0.0
1209,529,27,1,2117.33,0.05
1210,529,35,2,1435.25,0.0
1211,530,8,3,1443.84,0.0
1212,530,6,3,1049.63,0.0
1213,531,68,3,243.23,0.1
1214,531,61,1,15.25,0.1
1215,532,60,2,32.21,0.05
1216,533,26,1,1693.23,0.0
1217,533,22,2,1168.73,0.0
1218,533,37,3,858.94,0.0
1219,533,60,1,32.21,0.1
1220,534,57,2,951.01,0.0
1221,534,48,2,778.9,0.1
1222,535,52,3,838.96,0.0
1223,535,40,1,452.35,0.0
1224,535,11,3,427.22,0.1
1225,535,66,1,57.22,0.0
1226,535,41,2,157.13,0.1
1227,536,66,3,57.22,0.0
1228,536,54,3,563.51,0.05
1229,537,2,1,501.92,0.1
1230,537,22,3,1168.73,0.1
1231,538,50,1,118.49,0.05
1232,539,24,2,772.31,0.05
1233,539,14,3,1221.37,0.1
1234,540,49,1,436.75,0.0
1235,540,40,1,452.35,0.0
1236,541,22,2,1168.73,0.0
1237,541,4,3,888.26,0.05
1238,541,40,3,452.35,0.15
1239,542,29,3,828.29,0.0
1240,542,23,2,927.42,0.0
1241,542,31,2,861.0,0.15
1242,543,22,2,1168.73,0.05
1243,543,9,3,1413.9,0.1
1244,543,19,1,777.06,0.05
1245,543,55,3,902.48,0.15
1246,543,38,3,388.12,0.0
1247,544,56,1,529.61,0.2
1248,544,34,1,547.42,0.05
1249,544,7,2,1377.26,0.2
1250,544,55,2,902.48,0.2
1251,545,34,3,547.42,0.05
1252,545,13,3,722.89,0.0
1253,546,8,3,1443.84,0.1
1254,547,48,1,778.9,0.1
1255,548,33,3,889.22,0.0
1256,549,2,1,501.92,0.05
1257,549,8,1,1443.84,0.1
1258,550,25,2,1883.96,0.2
1259,550,34,2,547.42,0.0
1260,551,33,2,889.22,0.05
1261,551,59,1,698.91,0.1
1262,552,61,2,15.25,0.05
1263,553,53,3,930.36,0.05
1264,553,58,2,432.03,0.05
1265,553,3,3,1424.23,0.0
1266,554,29,3,828.29,0.0
1267,554,59,2,698.91,0.1
1268,555,27,1,2117.33,0.1
1269,556,38,1,388.12,0.1
1270,556,32,1,437.67,0.0
1271,557,18,1,1824.52,0.1
1272,557,61,2,15.25,0.0
1273,557,13,3,722.89,0.1
1274,558,4,2,888.26,0.15
1275,558,56,1,529.61,0.0
1276,558,5,3,386.74,0.0
1277,559,38,3,388.12,0.0
1278,559,10,2,767.94,0.0
1279,560,49,1,436.75,0.1
1280,560,61,3,15.25,0.05
1281,561,31,2,861.0,0.15
1282,561,55,3,902.48,0.0
1283,561,58,2,432.03,0.0
1284,562,9,3,1413.9,0.0
1285,562,7,2,1377.26,0.15
1286,563,1,2,1223.71,0.1
1287,563,7,2,1377.26,0.05
1288,564,10,2,767.94,0.2
1289,564,33,2,889.22,0.15
1290,564,14,1,1221.37,0.05
1291,565,33,1,889.22,0.0
1292,565,68,3,243.23,0.15
1293,565,32,1,437.67,0.05
1294,566,18,3,1824.52,0.15
1295,566,26,2,1693.23,0.15
1296,566,40,2,452.35,0.0
1297,567,54,1,563.51,0.05
1298,568,34,2,547.42,0.0
1299,568,49,1,436.75,0.15
1300,568,25,3,1883.96,0.0
1301,569,43,2,488.15,0.05
1302,569,65,2,70.93,0.15
1303,569,25,3,1883.96,0.15
1304,570,19,1,777.06,0.15
1305,570,2,1,501.92,0.0
1306,571,31,3,861.0,0.05
1307,571,19,1,777.06,0.05
1308,571,44,1,187.21,0.1
1309,572,13,1,722.89,0.05
1310,572,7,2,1377.26,0.0
1311,572,3,1,1424.23,0.0
1312,573,67,2,149.05,0.0
1313,574,32,2,437.67,0.0
1314,575,67,2,149.05,0.05
1315,576,58,1,432.03,0.1
1316,576,67,1,149.05,0.1
1317,577,40,1,452.35,0.0
1318,577,12,1,1306.73,0.1
1319,577,23,2,927.42,0.0
1320,578,51,1,275.03,0.0
1321,579,47,2,265.05,0.15
1322,579,67,3,149.05,0.0
1323,580,35,2,1435.25,0.1
1324,580,40,3,452.35,0.05
1325,581,62,2,57.48,0.2
1326,581,64,2,257.94,0.1
1327,581,14,2,1221.37,0.1
1328,581,26,3,1693.23,0.1
1329,582,46,2,246.91,0.0
1330,582,26,3,1693.23,0.1
1331,583,59,2,698.91,0.2
1332,583,10,2,767.94,0.1
1333,584,2,3,501.92,0.15
1334,584,61,3,15.25,0.2
1335,585,66,2,57.22,0.1
1336,585,8,1,1443.84,0.0
1337,586,43,3,488.15,0.0
1338,586,28,1,862.43,0.0
1339,586,46,2,246.91,0.2
1340,587,53,3,930.36,0.0
1341,587,27,2,2117.33,0.1
1342,588,47,3,265.05,0.15
1343,588,23,3,927.42,0.1
1344,589,19,3,777.06,0.2
1345,589,22,3,1168.73,0.0
1346,590,37,2,858.94,0.1
1347,590,32,1,437.67,0.2
1348,591,5,1,386.74,0.2
1349,592,58,3,432.03,0.0
1350,592,15,1,269.11,0.1
1351,592,13,1,722.89,0.15
1352,592,29,3,828.29,0.05
1353,593,32,1,437.67,0.0
1354,593,14,1,1221.37,0.0
1355,594,24,1,772.31,0.0
1356,594,56,1,529.61,0.0
1357,594,1,1,1223.71,0.0
1358,595,25,3,1883.96,0.0
1359,595,70,1,154.12,0.1
1360,595,17,2,791.03,0.0
1361,596,50,1,118.49,0.0
1362,596,11,3,427.22,0.05
1363,596,12,2,1306.73,0.15
1364,596,18,2,1824.52,0.05
1365,597,1,2,1223.71,0.0
1366,598,15,1,269.11,0.0
1367,598,44,2,187.21,0.0
1368,599,13,3,722.89,0.1
1369,599,42,2,415.72,0.1
1370,600,41,3,157.13,0.0
1371,600,31,3,861.0,0.0
1372,601,35,1,1435.25,0.0
1373,601,49,2,436.75,0.1
1374,601,48,2,778.9,0.15
1375,602,57,3,951.01,0.0
1376,603,40,1,452.35,0.0
1377,604,31,2,861.0,0.0
1378,604,63,1,238.99,0.0
1379,605,63,1,238.99,0.0
1380,606,1,3,1223.71,0.1
1381,606,13,3,722.89,0.2
1382,607,56,1,529.61,0.0
1383,607,8,1,1443.84,0.0
1384,608,32,1,437.67,0.0
1385,608,58,2,432.03,0.0
1386,609,13,1,722.89,0.1
1387,609,26,1,1693.23,0.0
1388,609,11,1,427.22,0.05
1389,610,28,1,862.43,0.0
1390,611,54,2,563.51,0.05
1391,611,32,3,437.67,0.0
1392,612,14,2,1221.37,0.05
1393,613,21,2,2183.44,0.05
1394,613,20,1,975.19,0.15
1395,613,49,1,436.75,0.0
1396,614,40,3,452.35,0.15
1397,614,47,2,265.05,0.15
1398,614,50,2,118.49,0.05
1399,614,67,1,149.05,0.0
1400,615,41,2,157.13,0.0
1401,615,7,2,1377.26,0.0
1402,615,10,3,767.94,0.0
1403,616,58,2,432.03,0.1
1404,617,42,3,415.72,0.05
1405,617,67,3,149.05,0.0
1406,617,57,2,951.01,0.0
1407,618,58,2,432.03,0.05
1408,618,59,3,698.91,0.2
1409,618,17,3,791.03,0.0
1410,619,9,2,1413.9,0.1
1411,619,33,1,889.22,0.0
1412,619,59,1,698.91,0.0
1413,620,56,3,529.61,0.0
1414,620,7,3,1377.26,0.0
1415,620,28,2,862.43,0.1
1416,620,27,2,2117.33,0.05
1417,620,13,1,722.89,0.0
1418,621,45,3,212.68,0.05
1419,621,23,1,927.42,0.05
1420,622,68,1,243.23,0.0
1421,623,12,3,1306.73,0.2
1422,623,69,1,159.6,0.0
1423,624,62,3,57.48,0.1
1424,625,12,2,1306.73,0.1
1425,625,22,3,1168.73,0.1
1426,626,37,3,858.94,0.2
1427,627,1,2,1223.71,0.2
1428,627,6,3,1049.63,0.0
1429,628,13,3,722.89,0.0
1430,628,19,3,777.06,0.0
1431,628,21,3,2183.44,0.1
1432,629,30,3,1285.27,0.0
1433,630,34,3,547.42,0.1
1434,630,62,3,57.48,0.0
1435,631,62,1,57.48,0.0
1436,631,35,1,1435.25,0.05
1437,632,5,2,386.74,0.05
1438,632,30,3,1285.27,0.0
1439,632,57,3,951.01,0.0
1440,633,4,1,888.26,0.0
1441,633,22,1,1168.73,0.0
1442,634,60,2,32.21,0.15
1443,634,40,2,452.35,0.05
1444,635,5,2,386.74,0.1
1445,636,58,2,432.03,0.05
1446,636,27,1,2117.33,0.1
1447,637,69,3,159.6,0.05
1448,637,39,2,215.23,0.1
1449,637,55,1,902.48,0.15
1450,638,31,2,861.0,0.0
1451,639,34,1,547.42,0.1
1452,639,46,1,246.91,0.0
1453,639,23,2,927.42,0.05
1454,640,10,1,767.94,0.05
1455,640,39,1,215.23,0.1
1456,641,35,1,1435.25,0.0
1457,641,10,1,767.94,0.0
1458,642,13,2,722.89,0.05
1459,642,52,3,838.96,0.0
1460,642,42,2,415.72,0.0
1461,643,5,2,386.74,0.0
1462,643,56,1,529.61,0.15
1463,643,60,3,32.21,0.0
1464,644,54,2,563.51,0.0
1465,644,64,1,257.94,0.15
1466,645,17,2,791.03,0.0
1467,645,57,2,951.01,0.1
1468,645,28,2,862.43,0.05
1469,645,62,2,57.48,0.2
1470,646,68,3,243.23,0.0
1471,647,68,1,243.23,0.1
1472,647,13,1,722.89,0.05
1473,648,60,3,32.21,0.0
1474,648,37,2,858.94,0.0
1475,648,22,1,1168.73,0.05
1476,648,20,3,975.19,0.0
1477,648,23,1,927.42,0.0
1478,649,21,3,2183.44,0.1
1479,649,39,2,215.23,0.0
1480,649,16,1,2083.72,0.05
1481,650,19,1,777.06,0.1
1482,650,46,1,246.91,0.0
1483,650,42,3,415.72,0.1
1484,650,12,3,1306.73,0.15
1485,651,47,2,265.05,0.0
1486,651,27,2,2117.33,0.0
1487,652,43,1,488.15,0.0
1488,652,40,2,452.35,0.05
1489,653,43,3,488.15,0.0
1490,654,26,3,1693.23,0.2
1491,655,22,3,1168.73,0.0
1492,656,62,2,57.48,0.0
1493,656,40,1,452.35,0.0
1494,656,51,1,275.03,0.0
1495,657,21,1,2183.44,0.15
1496,657,53,1,930.36,0.0
1497,658,17,1,791.03,0.0
1498,658,28,3,862.43,0.0
1499,659,12,3,1306.73,0.15
1500,660,41,1,157.13,0.05
1501,660,19,3,777.06,0.0
1502,660,4,3,888.26,0.0
1503,661,19,3,777.06,0.0
1504,662,42,2,415.72,0.0
1505,662,12,2,1306.73,0.05
1506,663,28,2,862.43,0.0
1507,663,43,1,488.15,0.05
1508,663,16,3,2083.72,0.0
1509,664,2,1,501.92,0.0
1510,665,50,2,118.49,0.05
1511,665,47,2,265.05,0.0
1512,666,27,2,2117.33,0.1
1513,667,56,3,529.61,0.05
1514,667,67,1,149.05,0.2
1515,668,24,2,772.31,0.05
1516,669,40,2,452.35,0.0
1517,669,27,1,2117.33,0.1
1518,670,67,2,149.05,0.0
1519,670,20,1,975.19,0.0
1520,671,67,2,149.05,0.0
1521,671,65,3,70.93,0.05
1522,671,1,2,1223.71,0.0
1523,672,14,2,1221.37,0.15
1524,672,17,2,791.03,0.0
1525,673,17,3,791.03,0.05
1526,673,59,2,698.91,0.05
1527,673,51,3,275.03,0.05
1528,673,42,3,415.72,0.0
1529,673,9,2,1413.9,0.1
1530,674,7,3,1377.26,0.0
1531,674,14,1,1221.37,0.0
1532,675,53,2,930.36,0.1
1533,675,14,2,1221.37,0.15
1534,676,52,2,838.96,0.15
1535,676,34,1,547.42,0.0
1536,676,11,3,427.22,0.0
1537,677,4,2,888.26,0.05
1538,677,21,2,2183.44,0.1
1539,678,26,3,1693.23,0.15
1540,678,20,2,975.19,0.1
1541,678,52,3,838.96,0.15
1542,679,46,1,246.91,0.2
1543,680,24,1,772.31,0.2
1544,680,46,2,246.91,0.0
1545,681,25,2,1883.96,0.0
1546,681,20,2,975.19,0.0
1547,682,34,1,547.42,0.2
1548,682,25,2,1883.96,0.1
1549,682,44,1,187.21,0.2
1550,682,48,1,778.9,0.0
1551,683,3,3,1424.23,0.0
1552,683,27,2,2117.33,0.0
1553,684,53,3,930.36,0.0
1554,685,19,3,777.06,0.0
1555,686,47,2,265.05,0.1
1556,686,6,2,1049.63,0.0
1557,687,22,3,1168.73,0.0
1558,687,39,3,215.23,0.0
1559,687,57,3,951.01,0.0
1560,687,17,3,791.03,0.05
1561,688,22,1,1168.73,0.0
1562,689,35,3,1435.25,0.05
1563,690,58,3,432.03,0.0
1564,691,64,2,257.94,0.0
1565,691,38,1,388.12,0.0
1566,692,20,1,975.19,0.0
1567,692,24,1,772.31,0.0
1568,693,19,3,777.06,0.05
1569,693,14,1,1221.37,0.0
1570,694,20,3,975.19,0.05
1571,694,43,2,488.15,0.1
1572,695,64,2,257.94,0.1
1573,696,37,1,858.94,0.05
1574,696,34,2,547.42,0.15
1575,697,67,3,149.05,0.05
1576,697,55,2,902.48,0.0
1577,698,65,1,70.93,0.0
1578,699,48,2,778.9,0.05
1579,699,8,2,1443.84,0.0
1580,699,52,2,838.96,0.05
1581,700,44,2,187.21,0.0
1582,700,26,1,1693.23,0.15
1583,701,48,2,778.9,0.0
1584,702,13,3,722.89,0.1
1585,702,37,1,858.94,0.0
1586,703,41,2,157.13,0.0
1587,703,27,1,2117.33,0.0
1588,704,52,1,838.96,0.0
1589,704,57,3,951.01,0.1
1590,705,53,3,930.36,0.0
1591,706,57,3,951.01,0.1
1592,707,5,3,386.74,0.05
1593,707,44,1,187.21,0.1
1594,708,52,1,838.96,0.05
1595,708,24,2,772.31,0.0
1596,708,21,3,2183.44,0.1
1597,708,3,3,1424.23,0.0
1598,709,15,3,269.11,0.1
1599,710,40,3,452.35,0.05
1600,711,49,1,436.75,0.05
1601,711,17,2,791.03,0.15
1602,711,10,2,767.94,0.0
1603,712,8,3,1443.84,0.05
1604,712,38,2,388.12,0.05
1605,713,42,3,415.72,0.1
1606,713,39,2,215.23,0.0
1607,713,25,1,1883.96,0.2
1608,714,41,1,157.13,0.0
1609,714,17,1,791.03,0.05
1610,715,26,3,1693.23,0.05
1611,716,1,2,1223.71,0.0
1612,717,2,1,501.92,0.0
1613,717,67,1,149.05,0.0
1614,717,6,1,1049.63,0.05
1615,717,32,2,437.67,0.15
1616,717,10,3,767.94,0.0
1617,718,7,3,1377.26,0.2
1618,719,7,3,1377.26,0.0
1619,719,18,1,1824.52,0.0
1620,720,16,2,2083.72,0.05
1621,720,9,3,1413.9,0.05
1622,720,33,1,889.22,0.05
1623,721,27,3,2117.33,0.0
1624,721,60,2,32.21,0.15
1625,721,57,3,951.01,0.15
1626,721,39,1,215.23,0.0
1627,721,40,2,452.35,0.15
1628,722,15,2,269.11,0.1
1629,722,25,1,1883.96,0.05
1630,723,1,1,1223.71,0.05
1631,724,45,3,212.68,0.2
1632,724,35,2,1435.25,0.15
1633,724,48,3,778.9,0.15
1634,725,48,2,778.9,0.05
1635,725,37,2,858.94,0.0
1636,725,39,3,215.23,0.0
1637,726,70,3,154.12,0.0
1638,726,44,2,187.21,0.1
1639,727,30,2,1285.27,0.2
1640,728,18,3,1824.52,0.15
1641,728,47,3,265.05,0.15
1642,729,54,1,563.51,0.0
1643,730,68,1,243.23,0.0
1644,730,25,3,1883.96,0.0
1645,730,21,2,2183.44,0.0
1646,731,48,2,778.9,0.0
1647,731,37,3,858.94,0.1
1648,732,21,3,2183.44,0.0
1649,733,69,3,159.6,0.2
1650,733,24,2,772.31,0.05
1651,734,51,3,275.03,0.0
1652,734,57,1,951.01,0.05
1653,735,3,3,1424.23,0.0
1654,735,35,3,1435.25,0.0
1655,736,65,3,70.93,0.2
1656,736,55,3,902.48,0.0
1657,737,26,3,1693.23,0.0
1658,737,14,2,1221.37,0.1
1659,738,67,2,149.05,0.0
1660,738,9,2,1413.9,0.0
1661,739,56,1,529.61,0.0
1662,739,20,3,975.19,0.05
1663,739,70,1,154.12,0.1
1664,740,46,3,246.91,0.05
1665,740,60,3,32.21,0.0
1666,741,38,3,388.12,0.1
1667,742,44,1,187.21,0.0
1668,743,32,3,437.67,0.0
1669,743,22,1,1168.73,0.0
1670,744,4,2,888.26,0.0
1671,745,13,3,722.89,0.0
1672,745,55,2,902.48,0.05
1673,746,10,2,767.94,0.05
1674,747,38,3,388.12,0.0
