payment_id,order_id,payment_method,payment_status,amount,payment_date
578,466,paypal,refunded,2990.58,2023-12-27
579,466,apple_pay,refunded,1809.92,2023-12-28
580,467,paypal,completed,1248.95,2025-11-07
581,468,credit_card,completed,3957.07,2025-10-15
582,469,paypal,completed,1703.12,2025-05-25
583,470,credit_card,completed,2539.67,2025-03-19
584,471,bank_transfer,completed,2663.82,2024-06-22
585,471,google_pay,completed,1146.2,2024-06-22
586,472,debit_card,completed,1480.35,2024-11-02
587,473,debit_card,completed,882.93,2025-01-15
588,473,apple_pay,completed,1336.93,2025-01-16
589,474,apple_pay,completed,2354.87,2023-05-22
590,475,credit_card,completed,1257.12,2025-08-24
591,476,apple_pay,completed,2482.67,2025-07-23
592,476,bank_transfer,completed,3227.91,2025-07-23
593,477,apple_pay,failed,566.46,2025-05-20
594,477,apple_pay,failed,1210.06,2025-05-20
595,478,google_pay,completed,625.99,2025-01-21
596,478,credit_card,completed,1283.71,2025-01-22
597,479,paypal,completed,9.08,2025-08-13
598,479,google_pay,completed,4.64,2025-08-15
599,480,google_pay,refunded,3995.46,2024-02-16
600,481,debit_card,completed,1618.54,2025-04-16
601,481,debit_card,completed,1708.7,2025-04-16
602,482,debit_card,completed,267.32,2025-10-20
603,482,apple_pay,completed,621.9,2025-10-20
604,483,google_pay,completed,2712.74,2025-11-29
605,483,paypal,completed,1472.94,2025-11-29
606,484,google_pay,completed,3642.41,2025-11-09
607,485,debit_card,completed,171.66,2025-09-25
608,486,debit_card,refunded,11978.77,2025-05-26
609,487,debit_card,completed,5647.56,2025-09-23
610,488,bank_transfer,completed,4489.08,2025-02-03
611,489,apple_pay,completed,2274.21,2025-07-07
612,490,credit_card,failed,319.2,2025-12-19
613,491,credit_card,completed,3061.22,2025-05-28
614,492,debit_card,completed,973.91,2025-07-14
615,492,bank_transfer,completed,1549.01,2025-07-14
616,493,debit_card,pending,3201.1,2025-07-10
617,494,paypal,completed,2854.74,2024-04-01
618,494,google_pay,completed,3045.62,2024-04-01
619,495,apple_pay,completed,2447.98,2025-11-04
620,496,apple_pay,pending,4996.18,2024-04-14
621,497,paypal,completed,652.21,2025-05-11
622,497,debit_card,completed,280.64,2025-05-12
623,498,google_pay,pending,1897.6,2024-10-06
624,498,paypal,pending,2129.14,2024-10-07
625,499,debit_card,completed,4796.99,2025-05-14
626,500,credit_card,completed,9018.88,2025-10-10
627,501,paypal,completed,4732.84,2025-07-01
628,502,apple_pay,completed,9209.14,2025-11-16
629,503,google_pay,completed,5111.86,2024-09-06
630,503,google_pay,completed,4082.11,2024-09-08
631,504,bank_transfer,completed,2420.61,2025-10-05
632,504,debit_card,completed,1296.9,2025-10-06
633,505,debit_card,completed,1126.25,2025-11-23
634,506,google_pay,completed,3985.16,2025-01-02
635,507,debit_card,completed,3235.93,2024-02-09
636,508,google_pay,completed,970.42,2024-03-21
637,508,google_pay,completed,808.02,2024-03-23
638,509,paypal,completed,1003.74,2025-12-20
639,509,google_pay,completed,540.88,2025-12-20
640,510,debit_card,completed,2911.22,2024-12-01
641,510,credit_card,completed,1354.3,2024-12-02
642,511,apple_pay,refunded,4377.64,2025-01-01
643,512,apple_pay,completed,1593.29,2025-09-04
644,512,google_pay,completed,972.07,2025-09-04
645,513,apple_pay,completed,1747.19,2025-03-07
646,513,credit_card,completed,3545.44,2025-03-09
647,514,debit_card,completed,1459.09,2024-12-22
648,515,credit_card,completed,1455.63,2025-12-28
649,515,credit_card,completed,3234.62,2025-12-28
650,516,debit_card,pending,729.69,2025-06-10
651,517,apple_pay,pending,6180.05,2023-01-12
652,518,bank_transfer,completed,1237.92,2025-09-18
653,518,credit_card,completed,796.63,2025-09-18
654,519,apple_pay,completed,681.9,2025-08-27
655,519,paypal,completed,1097.37,2025-08-29
656,520,google_pay,refunded,2468.98,2025-02-11
657,520,credit_card,refunded,3887.88,2025-02-12
658,521,bank_transfer,completed,1076.34,2025-08-12
659,521,bank_transfer,completed,900.51,2025-08-12
660,522,google_pay,pending,3870.52,2025-01-16
661,522,paypal,pending,2905.48,2025-01-16
662,523,debit_card,completed,1155.07,2022-11-20
663,524,apple_pay,failed,2545.02,2024-08-23
664,525,debit_card,failed,3205.44,2025-12-20
665,526,google_pay,pending,665.0,2023-11-12
666,527,bank_transfer,completed,2546.08,2025-12-15
667,528,credit_card,completed,1096.86,2024-03-24
668,528,paypal,completed,1479.96,2024-03-25
669,529,credit_card,pending,4881.96,2025-08-07
670,530,google_pay,completed,7480.41,2024-03-21
671,531,bank_transfer,completed,670.45,2025-12-28
672,532,apple_pay,completed,31.31,2023-05-07
673,532,google_pay,completed,29.89,2023-05-07
674,533,credit_card,pending,6636.5,2024-03-02
675,534,apple_pay,completed,1584.1,2025-01-05
676,534,debit_card,completed,1719.94,2025-01-05
677,535,google_pay,completed,4462.78,2024-08-09
678,536,apple_pay,pending,559.72,2025-09-30
679,536,debit_card,pending,1217.94,2025-10-01
680,537,debit_card,completed,1789.96,2024-10-30
681,537,debit_card,completed,1817.34,2024-10-30
682,538,credit_card,completed,112.57,2024-12-26
683,539,apple_pay,completed,4765.09,2024-09-11
684,540,google_pay,failed,889.1,2024-03-29
685,541,paypal,failed,6022.49,2025-09-16
686,542,google_pay,completed,5803.41,2024-07-29
687,543,credit_card,completed,10242.01,2024-01-15
688,544,credit_card,completed,4591.32,2025-09-01
689,545,bank_transfer,failed,1197.31,2024-06-03
690,545,google_pay,failed,2531.51,2024-06-05
691,546,google_pay,failed,3898.37,2023-11-23
692,547,bank_transfer,pending,701.01,2025-12-01
693,548,bank_transfer,completed,2667.66,2025-04-05
694,549,google_pay,failed,1776.28,2025-03-05
695,550,apple_pay,completed,4109.18,2023-08-01
696,551,paypal,completed,2318.54,2025-04-16
697,552,google_pay,completed,28.98,2025-12-16
698,553,bank_transfer,completed,7745.07,2024-01-13
699,554,google_pay,pending,3742.91,2025-04-11
700,555,bank_transfer,refunded,1905.6,2024-03-08
701,556,paypal,completed,541.09,2023-08-14
702,556,google_pay,completed,245.89,2023-08-15
703,557,apple_pay,completed,3624.37,2023-03-17
704,558,google_pay,completed,3199.87,2025-11-25
705,559,google_pay,completed,2700.24,2025-07-12
706,560,google_pay,completed,436.54,2024-10-03
707,561,credit_card,completed,3447.25,2022-03-03
708,561,bank_transfer,completed,1587.95,2022-03-05
709,562,google_pay,pending,3889.07,2022-09-06
710,562,paypal,pending,2693.97,2022-09-07
711,563,credit_card,completed,4819.47,2024-07-13
712,564,credit_card,completed,1909.6,2024-03-10
713,564,debit_card,completed,1991.08,2024-03-11
714,565,paypal,completed,1097.89,2025-01-31
715,565,apple_pay,completed,827.35,2025-02-01
716,566,apple_pay,completed,4434.23,2024-12-12
717,566,bank_transfer,completed,4001.49,2024-12-12
718,567,paypal,pending,535.33,2025-09-05
719,568,apple_pay,completed,7117.96,2024-12-26
720,569,google_pay,completed,3574.86,2025-01-18
721,569,apple_pay,completed,2277.3,2025-01-19
722,570,debit_card,completed,1162.42,2025-12-24
723,571,paypal,completed,3360.55,2025-05-16
724,572,apple_pay,completed,4865.5,2025-12-08
725,573,debit_card,completed,298.1,2025-11-01
726,574,bank_transfer,completed,505.62,2025-06-18
727,574,paypal,completed,369.72,2025-06-20
728,575,google_pay,completed,283.2,2024-07-23
729,576,bank_transfer,completed,287.47,2024-07-20
730,576,google_pay,completed,235.5,2024-07-21
731,577,bank_transfer,completed,3483.25,2025-06-12
732,578,credit_card,failed,275.03,2024-01-02
733,579,credit_card,completed,557.11,2025-11-10
734,579,bank_transfer,completed,340.63,2025-11-10
735,580,google_pay,completed,3872.65,2025-06-18
736,581,bank_transfer,completed,7326.45,2025-07-12
737,582,credit_card,completed,5065.54,2025-07-12
738,583,debit_card,completed,2500.55,2025-10-01
739,584,debit_card,completed,1316.5,2024-04-12
740,585,credit_card,completed,768.62,2025-06-11
741,585,debit_card,completed,778.22,2025-06-11
742,586,credit_card,failed,2721.94,2024-02-11
743,587,apple_pay,completed,6602.27,2025-06-19
744,588,bank_transfer,completed,3179.91,2024-08-15
745,589,credit_card,completed,5371.13,2025-01-11
746,590,apple_pay,completed,1896.23,2025-10-17
747,591,paypal,completed,150.92,2025-11-28
748,591,paypal,completed,158.47,2025-11-29
749,592,bank_transfer,completed,2093.3,2022-07-26
750,592,apple_pay,completed,2420.07,2022-07-27
751,593,paypal,completed,1136.49,2024-10-30
752,593,apple_pay,completed,522.55,2024-10-30
753,594,paypal,refunded,2525.63,2023-07-27
754,595,apple_pay,pending,7372.65,2024-12-15
755,596,google_pay,completed,7024.1,2024-07-06
756,597,credit_card,completed,1283.62,2023-06-03
757,597,credit_card,completed,1163.8,2023-06-03
758,598,paypal,completed,643.53,2022-07-20
759,599,bank_transfer,completed,2700.1,2024-09-04
760,600,debit_card,completed,3054.39,2025-07-20
761,601,bank_transfer,refunded,3545.53,2025-11-24
762,602,debit_card,refunded,1642.15,2023-12-14
763,602,paypal,refunded,1210.88,2023-12-14
764,603,debit_card,completed,295.43,2025-02-08
765,603,bank_transfer,completed,156.92,2025-02-09
766,604,credit_card,completed,1960.99,2025-09-06
767,605,apple_pay,completed,238.99,2025-07-11
768,606,debit_card,completed,5038.95,2025-01-16
769,607,apple_pay,completed,1973.45,2025-01-29
770,608,debit_card,failed,1301.73,2024-08-19
771,609,google_pay,completed,1022.62,2025-11-04
772,609,bank_transfer,completed,1727.07,2025-11-04
773,610,google_pay,pending,862.43,2023-10-18
774,611,bank_transfer,pending,2383.68,2024-03-25
775,612,google_pay,completed,2320.6,2025-05-24
776,613,bank_transfer,pending,1713.76,2025-12-14
777,613,debit_card,pending,3700.44,2025-12-14
778,614,bank_transfer,completed,1978.26,2025-11-14
779,615,bank_transfer,completed,5372.6,2025-12-24
780,616,debit_card,pending,399.26,2025-11-12
781,616,apple_pay,pending,378.39,2025-11-12
782,617,apple_pay,completed,3533.97,2025-07-03
783,618,bank_transfer,completed,4871.33,2025-12-27
784,619,google_pay,completed,4133.15,2025-12-10
785,620,credit_card,completed,12018.8,2025-12-24
786,621,apple_pay,failed,1487.19,2025-04-18
787,622,credit_card,completed,243.23,2023-02-22
788,623,google_pay,completed,3295.75,2024-07-17
789,624,debit_card,completed,155.2,2024-02-18
790,625,apple_pay,completed,5507.68,2023-05-24
791,626,apple_pay,completed,2061.46,2024-03-25
792,627,bank_transfer,completed,5106.83,2023-09-02
793,628,bank_transfer,completed,10395.14,2025-03-06
794,629,credit_card,completed,3855.81,2025-06-26
795,630,credit_card,completed,1650.47,2025-12-16
796,631,google_pay,completed,1420.97,2025-11-09
797,632,apple_pay,completed,7443.65,2025-10-04
798,633,bank_transfer,completed,2056.99,2025-10-12
799,634,apple_pay,completed,473.03,2024-03-25
800,634,apple_pay,completed,441.19,2024-03-26
801,635,apple_pay,completed,249.38,2023-10-19
802,635,paypal,completed,446.75,2023-10-21
803,636,apple_pay,completed,2726.45,2025-12-06
804,637,paypal,completed,582.26,2025-11-29
805,637,apple_pay,completed,1027.12,2025-11-30
806,638,credit_card,completed,1026.13,2025-11-05
807,638,debit_card,completed,695.87,2025-11-06
808,639,google_pay,completed,2501.69,2024-12-30
809,640,google_pay,completed,923.25,2025-01-15
810,641,paypal,completed,2203.19,2025-12-20
811,642,google_pay,failed,4721.81,2025-03-22
812,643,google_pay,completed,1320.28,2025-09-04
813,644,apple_pay,completed,1346.27,2025-03-03
814,645,google_pay,completed,5024.46,2025-02-07
815,646,credit_card,completed,729.69,2024-09-23
816,647,paypal,completed,905.65,2025-01-16
817,648,apple_pay,refunded,6777.79,2024-09-30
818,649,credit_card,completed,5533.86,2025-10-28
819,649,google_pay,completed,2771.42,2025-10-28
820,650,apple_pay,refunded,5400.87,2025-10-31
821,651,bank_transfer,completed,4764.76,2025-08-16
822,652,apple_pay,failed,822.67,2025-08-29
823,652,apple_pay,failed,524.95,2025-08-30
824,653,apple_pay,completed,1464.45,2024-12-23
825,654,apple_pay,completed,4063.75,2025-01-31
826,655,apple_pay,completed,3506.19,2024-03-13
827,656,credit_card,failed,425.81,2025-10-24
828,656,debit_card,failed,416.53,2025-10-25
829,657,google_pay,completed,1247.14,2025-12-26
830,657,credit_card,completed,1539.14,2025-12-26
831,658,debit_card,completed,2153.72,2024-08-22
832,658,debit_card,completed,1224.6,2024-08-24
833,659,debit_card,completed,3332.16,2025-07-20
834,660,paypal,completed,5145.23,2025-10-04
835,661,bank_transfer,completed,1075.63,2025-12-24
836,661,paypal,completed,1255.55,2025-12-24
837,662,google_pay,refunded,3314.23,2025-06-07
838,663,bank_transfer,completed,8439.76,2025-06-28
839,664,google_pay,failed,501.92,2025-12-03
840,665,credit_card,completed,755.23,2025-12-04
841,666,bank_transfer,completed,3811.19,2025-12-08
842,667,apple_pay,completed,1628.63,2025-09-14
843,668,paypal,completed,628.73,2024-08-13
844,668,google_pay,completed,838.66,2024-08-13
845,669,bank_transfer,completed,1140.52,2025-08-01
846,669,bank_transfer,completed,1669.78,2025-08-01
847,670,debit_card,completed,821.67,2025-12-24
848,670,paypal,completed,451.62,2025-12-25
849,671,debit_card,pending,1844.37,2025-01-23
850,671,google_pay,pending,1103.3,2025-01-23
851,672,bank_transfer,completed,3658.39,2025-04-14
852,673,bank_transfer,completed,5509.37,2025-10-20
853,673,apple_pay,completed,2649.01,2025-10-20
854,674,apple_pay,completed,3333.53,2025-05-27
855,674,apple_pay,completed,2019.62,2025-05-27
856,675,debit_card,completed,3750.98,2025-12-06
857,676,apple_pay,pending,1453.34,2025-10-07
858,676,debit_card,pending,1801.97,2025-10-07
859,677,credit_card,completed,5617.89,2025-12-05
860,678,paypal,completed,2879.77,2023-02-15
861,678,google_pay,completed,5332.66,2023-02-16
862,679,credit_card,completed,197.53,2024-12-05
863,680,google_pay,completed,1111.67,2025-11-02
864,681,google_pay,completed,5718.3,2025-09-25
865,682,debit_card,failed,4757.73,2024-10-21
866,683,credit_card,completed,8507.35,2025-11-20
867,684,debit_card,pending,2791.08,2024-12-23
868,685,debit_card,completed,2331.18,2025-08-14
869,686,debit_card,completed,2576.35,2025-06-06
870,687,google_pay,pending,3212.92,2023-12-20
871,687,apple_pay,pending,6046.43,2023-12-22
872,688,google_pay,refunded,1168.73,2025-01-08
873,689,google_pay,completed,4090.46,2024-03-01
874,690,debit_card,refunded,1296.09,2024-02-25
875,691,paypal,completed,380.44,2024-11-02
876,691,credit_card,completed,523.56,2024-11-04
877,692,google_pay,pending,1747.5,2025-11-05
878,693,google_pay,failed,3435.99,2024-01-27
879,694,bank_transfer,completed,3657.96,2025-05-22
880,695,bank_transfer,completed,464.29,2025-11-27
881,696,credit_card,completed,1746.61,2025-05-02
882,697,paypal,completed,2229.75,2025-09-28
883,698,paypal,refunded,70.93,2025-02-21
884,699,bank_transfer,completed,5961.61,2024-11-25
885,700,apple_pay,completed,1813.67,2025-12-20
886,701,apple_pay,completed,672.05,2025-04-17
887,701,credit_card,completed,885.75,2025-04-17
888,702,paypal,completed,2810.74,2024-03-27
889,703,google_pay,completed,2431.59,2025-11-12
890,704,credit_card,completed,3406.69,2025-10-12
891,705,debit_card,completed,2791.08,2024-01-19
892,706,bank_transfer,completed,2567.73,2025-05-06
893,707,credit_card,completed,1270.7,2025-05-24
894,708,google_pay,completed,7322.38,2024-08-17
895,708,apple_pay,completed,5187.23,2024-08-17
896,709,bank_transfer,completed,726.6,2025-01-14
897,710,apple_pay,completed,1289.2,2023-09-15
898,711,google_pay,completed,3295.54,2024-12-07
899,712,paypal,completed,1726.89,2025-01-22
900,712,credit_card,completed,3125.48,2025-01-22
901,713,paypal,pending,3060.07,2025-12-28
902,714,bank_transfer,completed,908.61,2025-07-17
903,715,apple_pay,completed,4825.71,2025-12-29
904,716,google_pay,completed,2447.42,2025-04-26
905,717,apple_pay,completed,4695.98,2024-07-03
906,718,debit_card,completed,3305.42,2025-10-05
907,719,credit_card,failed,5956.3,2025-08-12
908,720,bank_transfer,completed,8833.44,2023-12-25
909,721,debit_card,completed,9816.05,2025-11-09
910,722,credit_card,completed,787.84,2024-04-23
911,722,paypal,completed,1486.32,2024-04-24
912,723,credit_card,completed,1162.52,2024-10-21
913,724,paypal,completed,4936.55,2025-11-13
914,725,bank_transfer,completed,2355.48,2025-08-28
915,725,bank_transfer,completed,1488.0,2025-08-30
916,726,bank_transfer,completed,799.34,2023-10-16
917,727,apple_pay,completed,697.83,2023-12-20
918,727,debit_card,completed,1358.6,2023-12-21
919,728,paypal,completed,5328.4,2024-04-14
920,729,credit_card,completed,563.51,2022-12-13
921,730,paypal,completed,10261.99,2025-12-07
922,731,credit_card,completed,3876.94,2024-10-07
923,732,paypal,pending,6550.32,2024-09-17
924,733,paypal,pending,1850.43,2025-02-11
925,734,debit_card,completed,1121.8,2024-04-24
926,734,google_pay,completed,606.75,2024-04-26
927,735,apple_pay,completed,8578.44,2025-05-04
928,736,google_pay,completed,2877.67,2024-12-30
929,737,google_pay,completed,7278.16,2025-10-23
930,738,google_pay,refunded,3125.9,2025-08-03
931,739,credit_card,completed,3447.61,2024-11-30
932,740,credit_card,completed,494.91,2025-06-28
933,740,credit_card,completed,305.41,2025-06-29
934,741,paypal,completed,1047.92,2025-03-31
935,742,google_pay,completed,187.21,2023-09-17
936,743,apple_pay,completed,2481.74,2025-03-16
937,744,credit_card,completed,1776.52,2023-04-15
938,745,debit_card,completed,3883.38,2024-05-11
939,746,bank_transfer,completed,1459.09,2025-09-22
940,747,bank_transfer,completed,3031.15,2023-12-03
941,748,apple_pay,completed,1646.02,2024-05-18
942,748,google_pay,completed,2025.11,2024-05-18
943,749,apple_pay,completed,1910.39,2025-12-05
944,749,paypal,completed,2844.37,2025-12-07
945,750,google_pay,refunded,893.49,2024-12-28
946,751,apple_pay,refunded,1111.1,2025-08-21
947,752,credit_card,completed,5025.97,2024-12-26
948,752,google_pay,completed,3311.54,2024-12-26
949,753,paypal,completed,2487.22,2023-09-23
950,753,google_pay,completed,1399.09,2023-09-23
951,754,google_pay,completed,5667.86,2025-08-24
952,755,apple_pay,completed,2373.09,2024-08-27
953,756,debit_card,completed,8371.09,2022-02-28
954,757,bank_transfer,failed,2570.09,2025-11-06
955,758,credit_card,completed,638.04,2025-04-08
956,759,paypal,completed,2291.27,2025-12-26
957,759,paypal,completed,1248.45,2025-12-28
958,760,google_pay,completed,269.11,2025-12-28
959,761,credit_card,completed,462.14,2025-12-06
960,762,paypal,failed,3420.86,2025-03-26
961,763,google_pay,completed,7639.49,2025-09-07
962,764,google_pay,failed,3869.27,2024-12-22
963,764,bank_transfer,failed,2937.28,2024-12-22
964,765,google_pay,refunded,5473.56,2025-12-15
965,766,google_pay,completed,287.28,2025-10-25
966,767,bank_transfer,completed,1468.78,2025-01-05
967,767,credit_card,completed,1374.29,2025-01-07
968,768,debit_card,completed,587.64,2024-07-31
969,768,credit_card,completed,408.22,2024-08-02
970,769,apple_pay,completed,1406.65,2024-05-01
971,770,bank_transfer,failed,1746.02,2025-09-07
972,771,bank_transfer,completed,3783.5,2025-11-17
973,772,credit_card,failed,5979.74,2025-10-29
974,773,paypal,completed,5454.03,2025-09-13
975,774,bank_transfer,failed,3741.18,2025-11-14
976,775,google_pay,completed,6320.47,2024-11-27
977,776,bank_transfer,completed,1447.84,2025-07-30
978,776,google_pay,completed,832.33,2025-07-30
979,777,debit_card,completed,1909.24,2025-02-27
980,778,credit_card,completed,9086.14,2024-03-15
981,779,paypal,failed,4772.78,2024-04-27
982,780,paypal,completed,4246.47,2023-06-08
983,781,credit_card,completed,3142.13,2025-11-05
984,782,paypal,completed,5297.16,2025-07-22
985,782,credit_card,completed,3042.02,2025-07-22
986,783,debit_card,completed,3509.77,2023-09-20
987,784,apple_pay,completed,766.96,2025-01-05
988,785,credit_card,completed,1325.18,2024-04-01
989,785,apple_pay,completed,2063.11,2024-04-01
990,786,apple_pay,completed,791.03,2025-08-30
991,787,debit_card,completed,7802.47,2024-01-10
992,788,credit_card,completed,1218.13,2023-10-16
993,789,bank_transfer,completed,2377.48,2024-08-30
994,790,credit_card,completed,691.15,2025-09-08
995,791,debit_card,completed,6967.76,2025-11-26
996,792,debit_card,failed,8542.7,2025-03-25
997,793,credit_card,completed,1562.17,2025-05-28
998,794,apple_pay,completed,3649.04,2025-12-17
999,795,google_pay,completed,4111.57,2025-12-20
1000,796,paypal,completed,3564.55,2024-05-26
1001,796,paypal,completed,2229.01,2024-05-28
1002,797,debit_card,completed,7236.59,2025-12-23
1003,798,credit_card,completed,1713.09,2025-08-27
1004,798,bank_transfer,completed,1714.68,2025-08-28
1005,799,credit_card,completed,2398.3,2023-09-01
1006,800,apple_pay,completed,1382.3,2024-12-23
1007,801,google_pay,completed,5180.54,2025-11-15
1008,802,debit_card,completed,5965.1,2024-11-29
1009,803,debit_card,completed,8744.43,2025-09-04
1010,804,apple_pay,completed,382.12,2025-11-21
1011,804,debit_card,completed,391.7,2025-11-21
1012,805,credit_card,pending,277.42,2025-12-21
1013,806,debit_card,failed,177.77,2025-10-25
1014,806,debit_card,failed,383.86,2025-10-25
1015,807,google_pay,completed,1754.72,2024-11-03
1016,807,debit_card,completed,3857.57,2024-11-05
1017,808,debit_card,completed,3032.11,2025-03-15
1018,809,apple_pay,completed,384.5,2025-08-14
1019,810,apple_pay,completed,4354.17,2025-01-02
1020,810,bank_transfer,completed,2296.95,2025-01-04
1021,811,paypal,completed,1239.78,2025-12-06
1022,811,debit_card,completed,2744.22,2025-12-07
1023,812,apple_pay,completed,740.73,2025-12-31
1024,813,credit_card,completed,3003.12,2025-07-31
1025,814,google_pay,completed,3688.53,2024-07-31
1026,815,google_pay,completed,1992.38,2024-09-12
1027,816,credit_card,completed,2735.85,2025-09-08
1028,817,credit_card,completed,159.25,2024-11-12
1029,817,apple_pay,completed,159.95,2024-11-13
1030,818,google_pay,completed,3456.27,2025-09-02
1031,819,bank_transfer,pending,3928.57,2024-12-05
1032,820,apple_pay,pending,7532.65,2024-08-10
1033,821,bank_transfer,completed,1156.74,2025-12-23
1034,822,apple_pay,completed,2068.14,2025-08-03
1035,822,debit_card,completed,1301.92,2025-08-04
1036,823,credit_card,failed,2465.78,2024-03-07
1037,823,bank_transfer,failed,2705.68,2024-03-07
1038,824,apple_pay,completed,3198.57,2025-08-14
1039,825,credit_card,completed,1433.15,2025-12-20
1040,825,paypal,completed,1293.95,2025-12-20
1041,826,apple_pay,completed,1320.42,2023-05-03
1042,827,bank_transfer,completed,1910.3,2025-11-22
1043,828,debit_card,completed,275.03,2025-08-19
1044,829,google_pay,pending,791.03,2024-01-04
1045,830,credit_card,completed,423.88,2025-12-16
1046,830,apple_pay,completed,353.18,2025-12-16
1047,831,credit_card,failed,877.67,2024-12-21
1048,832,apple_pay,completed,1802.62,2025-12-23
1049,832,google_pay,completed,1521.45,2025-12-25
1050,833,debit_card,completed,3953.68,2025-05-05
1051,834,credit_card,completed,11261.31,2025-09-28
1052,835,paypal,completed,4307.98,2025-04-20
1053,836,google_pay,completed,8221.57,2025-02-14
1054,837,bank_transfer,pending,189.42,2025-02-14
1055,837,debit_card,pending,85.61,2025-02-14
1056,838,google_pay,refunded,4983.07,2024-12-06
1057,839,paypal,failed,368.71,2025-01-03
1058,840,paypal,completed,1043.78,2024-07-03
1059,840,debit_card,completed,1673.72,2024-07-04
1060,841,credit_card,completed,795.15,2025-08-10
1061,842,google_pay,completed,1317.76,2025-08-20
1062,843,paypal,completed,4915.83,2025-01-11
1063,843,bank_transfer,completed,2216.09,2025-01-12
1064,844,google_pay,completed,2248.89,2024-03-20
1065,845,google_pay,completed,2394.22,2022-07-23
1066,846,debit_card,failed,2846.72,2025-01-26
1067,846,apple_pay,failed,2552.47,2025-01-28
1068,847,debit_card,completed,206.75,2025-01-18
1069,848,bank_transfer,completed,3516.78,2025-12-27
1070,849,apple_pay,failed,1232.19,2023-02-03
1071,850,credit_card,completed,3206.08,2023-02-05
1072,851,bank_transfer,completed,252.46,2025-01-13
1073,851,google_pay,completed,489.65,2025-01-15
1074,852,credit_card,completed,9418.44,2025-12-25
1075,853,credit_card,completed,556.53,2025-11-03
1076,854,bank_transfer,pending,2117.22,2024-12-09
1077,854,google_pay,pending,1383.84,2024-12-10
1078,855,debit_card,completed,3304.75,2025-06-06
1079,855,credit_card,completed,4124.62,2025-06-08
1080,856,bank_transfer,completed,2469.9,2025-12-20
1081,857,credit_card,completed,51.73,2025-04-15
1082,858,google_pay,completed,2874.1,2025-12-21
1083,859,apple_pay,completed,1223.71,2024-07-01
1084,860,debit_card,completed,2001.2,2025-06-23
1085,860,bank_transfer,completed,1719.52,2025-06-24
1086,861,debit_card,refunded,2671.94,2025-04-13
1087,862,google_pay,completed,2504.03,2024-05-15
1088,863,apple_pay,completed,4739.14,2024-01-12
1089,864,debit_card,completed,459.72,2024-04-11
1090,864,credit_card,completed,837.08,2024-04-12
1091,865,apple_pay,completed,325.36,2025-06-22
1092,865,google_pay,completed,191.19,2025-06-22
1093,866,apple_pay,completed,3726.34,2025-08-01
1094,867,bank_transfer,completed,5987.78,2024-04-11
1095,868,debit_card,completed,3589.32,2025-01-30
1096,868,debit_card,completed,5708.19,2025-02-01
1097,869,paypal,completed,4496.95,2025-11-08
1098,870,credit_card,completed,1693.55,2025-04-19
1099,871,credit_card,completed,743.38,2025-09-15
1100,872,credit_card,completed,2117.91,2025-07-19
1101,873,google_pay,completed,887.66,2024-05-16
1102,874,google_pay,completed,8873.59,2024-05-28
1103,875,bank_transfer,completed,1603.18,2025-01-04
1104,876,bank_transfer,completed,11253.34,2024-11-13
1105,877,credit_card,completed,3692.76,2024-07-26
1106,878,paypal,completed,6131.51,2024-09-24
1107,879,paypal,completed,1003.33,2025-05-14
1108,879,apple_pay,completed,1013.8,2025-05-14
1109,880,bank_transfer,completed,2843.34,2023-11-04
1110,881,google_pay,completed,3536.35,2025-10-09
1111,882,apple_pay,completed,5339.01,2023-11-23
1112,883,google_pay,completed,738.73,2025-03-05
1113,883,bank_transfer,completed,941.6,2025-03-06
1114,884,paypal,completed,3669.21,2024-05-12
1115,885,paypal,completed,451.11,2025-04-13
1116,885,google_pay,completed,356.22,2025-04-13
1117,886,bank_transfer,completed,3665.79,2025-10-16
1118,887,paypal,completed,10033.78,2024-08-17
1119,888,bank_transfer,completed,57.48,2025-08-27
1120,889,apple_pay,completed,5749.94,2025-06-16
1121,890,credit_card,completed,2887.68,2024-05-24
1122,891,paypal,completed,910.95,2023-11-03
1123,891,google_pay,completed,470.72,2023-11-04
1124,892,apple_pay,completed,1172.66,2025-03-23
1125,893,apple_pay,completed,4338.33,2025-09-07
1126,894,apple_pay,completed,2976.25,2024-07-25
1127,895,credit_card,completed,4394.01,2024-06-30
1128,896,google_pay,completed,1247.36,2024-03-24
1129,897,bank_transfer,completed,1154.98,2023-11-24
1130,897,credit_card,completed,565.47,2023-11-24
1131,898,bank_transfer,completed,5296.68,2024-06-10
1132,899,paypal,completed,875.35,2024-11-06
1133,900,apple_pay,completed,2724.81,2025-01-13
1134,900,bank_transfer,completed,2901.23,2025-01-13
1135,901,apple_pay,completed,4575.4,2024-08-26
1136,902,google_pay,completed,5255.44,2025-11-28
1137,903,credit_card,pending,2043.41,2024-03-03
1138,904,apple_pay,completed,1601.37,2025-12-27
1139,905,apple_pay,completed,5438.71,2024-06-23
1140,906,google_pay,completed,2668.98,2025-04-15
1141,907,credit_card,completed,6869.58,2022-09-20
1142,908,paypal,completed,2465.72,2024-11-09
1143,909,bank_transfer,completed,785.59,2024-08-11
1144,909,credit_card,completed,755.55,2024-08-13
1145,910,apple_pay,completed,10024.29,2023-10-21
1146,911,apple_pay,completed,8329.03,2023-09-24
1147,911,bank_transfer,completed,4124.72,2023-09-26
1148,912,credit_card,completed,1096.49,2024-12-26
1149,913,bank_transfer,completed,2057.27,2024-09-23
